trade_direction,nl_company,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Import (NL buyer),Aluminium Donk B.V.,76069200,760692,8,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",MARKS5040,Ivory Coast,Netherlands,Netherlands,9,2022,6,2022-06,2022-06-15,20220619,20220619,import,1,89897.15,20527.64,kg,KG,SOCIETE DES MINES DE DAAPLEU,[in full dataset],Abidjan,,www.endeavourmining.com,[in full dataset],Y,Aluminium Donk B.V.,[in full dataset],IJsselstein UT,,www.donkindustries.nl,[in full dataset],Y,SOCIETE DES MINES DE DAAPLEU,[in full dataset],,8120,8120,Main Container Port,Amsterdam,IJsselstein UT,1,1,10.15,COSCO UNIVERSE,IMO8557382,PA,V626,473,OOLU,SWB,ONEY972428504,COSU706396569,FCIU1616837,45HC,FLAT RACK,RF,FCL,CY/CY,DB Schenker,18173.66
Export (NL seller),Avremont B.V.,87079010,870790,8,"Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8701, 8702, 8704 or 8705",MARKS7533,Netherlands,Paraguay,Paraguay,5,2024,1,2024-01,2024-01-18,20240107,20240107,export,1,1924040.09,1950.14,kg,KG,Avremont B.V.,[in full dataset],Alblasserdam,,www.schadenetdekoning.nl,[in full dataset],Y,V. M. AUTOMOTORES SRL,[in full dataset],CIUDAD DEL ESTE,,,,Y,Avremont B.V.,[in full dataset],,22262.8,22262.8,Rotterdam,Main Container Port,CIUDAD DEL ESTE,1,1,27.83,EVER GIVEN,IMO3910962,MH,V845,693,ONEY,SWB,EGLV955845388,MAEU704544802,MSCU2525238,40GP,DRY,HC,FCL,CY/CY,CEVA Logistics,1741.49
Import (NL buyer),Mifa Aluminium B.V.,76110000,761100,6,"Aluminium; reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",MARKS7019,Brazil,Netherlands,Netherlands,6,2022,7,2022-07,2022-07-22,20220721,20220721,import,1,1016.87,1090.6,kg,KG,COMPANHIA BRASILEIRA DE ALUMINIO,[in full dataset],SAO PAULO,,www.cba.com.br,[in full dataset],Y,Mifa Aluminium B.V.,[in full dataset],Venlo,,www.mifa.eu,[in full dataset],Y,COMPANHIA BRASILEIRA DE ALUMINIO,[in full dataset],,5344.3,5344.3,Paranagua,Rotterdam,Venlo,1,1,6.68,MSC OSCAR,IMO1904598,PA,V883,781,OOLU,HBL,YMLU206993664,MAEU417128668,TGHU1544958,40GP,DRY,RF,FCL,CY/CFS,Yusen Logistics,1016.87
Import (NL buyer),Perfetti Van Melle ICT B.V.,84602300,846023,8,"Machine-tools; cylindrical grinding machines (excluding flat-surface and centreless), numerically controlled",MARKS9983,Botswana,Netherlands,Netherlands,8,2018,12,2018-12,2018-12-12,20181214,20181214,import,1,3257.02,3453.17,kg,KG,EQSTRA BOTSWANA (PTY) LTD,[in full dataset],GABORONE,,www.efm.co.za,[in full dataset],Y,Perfetti Van Melle ICT B.V.,[in full dataset],Breda,,,,Y,EQSTRA BOTSWANA (PTY) LTD,[in full dataset],,23822.1,23822.1,Main Container Port,Amsterdam,Breda,1,1,29.78,MOL TRIUMPH,IMO2982154,MH,V900,752,EGLV,HBL,MAEU273025305,ONEY448779499,TCLU9013005,20GP,OPEN TOP,HC,FCL,CY/CY,DHL Global Forwarding,3257.02
Export (NL seller),Eurus Energy Netherlands Investments B.V.,27011100,270111,8,"Coal; anthracite, whether or not pulverised, but not agglomerated",MARKS3649,Netherlands,Singapore,Singapore,6,2025,10,2025-10,2025-10-10,20251005,20251005,export,1,21986649.63,313.22,kg,KG,Eurus Energy Netherlands Investments B.V.,[in full dataset],Amsterdam,,www.eurus-europe.com,[in full dataset],Y,CHINA ZHENHUA OIL TRADING (SINGAPORE) PTE. LTD.,[in full dataset],Singapore,,www.zhenhuaoil.com,[in full dataset],Y,Eurus Energy Netherlands Investments B.V.,[in full dataset],,22699.1,22699.1,Amsterdam,Singapore (PSA),Singapore,1,1,28.37,MSC OSCAR,IMO3370289,LR,V482,147,APLU,MBL,MSCU271578146,MAEU696963281,MSCU2450117,20GP,TANK,HC,LCL,CFS/CFS,CEVA Logistics,277.68
Export (NL seller),De Autovriend B.V.,73063041,730630,8,"Iron or non-alloy steel (excluding cast iron); tubes and pipes (not seamless), welded, of circular cross-section, n.e.c. in chapter 73",MARKS2712,Netherlands,Egypt,Egypt,9,2021,3,2021-03,2021-03-27,20210328,20210328,import,1,1521478.96,223.3,kg,KG,De Autovriend B.V.,[in full dataset],Eersel,,www.autovriend.nl,[in full dataset],Y,Alexandria For Construction Company SAE,[in full dataset],Giza,,www.new.talaatmoustafa.com,[in full dataset],N,De Autovriend B.V.,[in full dataset],,16058,16058,Rotterdam,Sokhna,Giza,1,1,20.07,HMM ALGECIRAS,IMO2289120,MH,V902,239,HMMU,MBL,COSU746969168,COSU917807257,TGHU7640149,40HC,OPEN TOP,RF,FCL,CFS/CFS,Sinotrans,200
Import (NL buyer),J & J Hestebe B.V.,90248000,902480,9,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals",MARKS5775,Singapore,Netherlands,Netherlands,5,2020,2,2020-02,2020-02-24,20200216,20200216,import,1,85145190.94,88515.31,kg,KG,RAFFLES MEDICAL GROUP LTD,[in full dataset],Singapore,,www.rafflesmedicalgroup.com,[in full dataset],Y,J & J Hestebe B.V.,[in full dataset],Oldebroek,,www.popperdepop.nl,[in full dataset],Y,RAFFLES MEDICAL GROUP LTD,[in full dataset],,24339.6,24339.6,Singapore (PSA),Amsterdam,Oldebroek,1,1,30.42,YM WARRANTY,IMO8025990,MH,V706,498,OOLU,MBL,MAEU804837742,ONEY272352111,BMOU2159261,40GP,OPEN TOP,HC,LCL,CFS/CFS,DB Schenker,81273.57
Export (NL seller),Blaasinstrumenten Import Nederland B.V.,90308200,903082,5,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),MARKS5629,Netherlands,Luxembourg,Luxembourg,6,2020,2,2020-02,2020-02-07,20200207,20200207,export,1,3667613.22,227.42,kg,KG,Blaasinstrumenten Import Nederland B.V.,[in full dataset],Bergambacht,,www.blaasinstrumentenimport.nl,[in full dataset],Y,Amazon Business EU SARL,[in full dataset],Luxembourg,,www.amazon.com,[in full dataset],Y,Blaasinstrumenten Import Nederland B.V.,[in full dataset],,16901.7,16901.7,Rotterdam,Main Container Port,Luxembourg,1,1,21.13,CMA CGM JULES VERNE,IMO8243592,MH,V130,366,OOLU,MBL,CMDU528673699,MAEU358066332,GESU3469931,45HC,TANK,HC,LCL,CY/CFS,CEVA Logistics,200
Import (NL buyer),Kramer Fish B.V.,03076000,030760,5,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",MARKS7040,Finland,Netherlands,Netherlands,9,2017,4,2017-04,2017-04-12,20170402,20170402,import,1,5148.11,5784.37,kg,KG,Nordic Fish Oy,[in full dataset],SASTAMALA,,www.nordictrout.com,[in full dataset],Y,Kramer Fish B.V.,[in full dataset],Urk,,www.kramerfish.nl,[in full dataset],Y,Nordic Fish Oy,[in full dataset],,13187.5,13187.5,Main Container Port,Rotterdam,Urk,1,1,16.48,CSCL GLOBE,IMO3127591,PA,V780,126,ZIMU,SWB,HLCU243600009,YMLU529522382,CAIU9560579,45HC,REEFER,GP,FCL,CY/CFS,DSV,5148.11
Export (NL seller),KV Invest B.V.,87163100,871631,5,Tanker trailers and tanker semi-trailers,MARKS4627,Netherlands,Sierra Leone,Sierra Leone,8,2024,1,2024-01,2024-01-11,20240121,20240121,export,1,375502.01,9561.95,kg,KG,KV Invest B.V.,[in full dataset],Vianen UT,,www.kooijman-autogroep.nl,[in full dataset],Y,AHOLD INVESTMENT AGENCY,[in full dataset],Freetown,,,,Y,KV Invest B.V.,[in full dataset],,4012.7,4012.7,Rotterdam,Main Container Port,Freetown,1,1,5.02,MSC GULSUN,IMO5983670,LR,V410,117,ONEY,SWB,MAEU624775394,YMLU662599668,MSCU1978045,20GP,OPEN TOP,RF,FCL,CY/CY,Sinotrans,8757.9
Export (NL seller),Rohr- und Stahl Kft,32041800,320418,7,Dyes; carotenoid colouring matters and preparations based thereon,MARKS3833,Netherlands,Qatar,Qatar,6,2026,2,2026-02,2026-02-24,20260209,20260209,export,1,58173.83,8028.15,kg,KG,Rohr- und Stahl Kft,[in full dataset],Amsterdam,,,,Y,RITVER PAINTS AND COATINGS FACTORY,[in full dataset],Doha,,,,Y,Rohr- und Stahl Kft,[in full dataset],,24533.5,24533.5,Amsterdam,Main Container Port,Doha,1,1,30.67,MSC OSCAR,IMO9716490,PA,V902,473,YMLU,SWB,YMLU247975643,ONEY408853944,FCIU7520246,20GP,FLAT RACK,GP,LCL,CFS/CFS,Bollore Logistics,7003.99
Import (NL buyer),AS 24 Nederland B.V.,38021000,380210,8,Carbon; activated,MARKS9932,Cyprus,Netherlands,Netherlands,5,2023,7,2023-07,2023-07-04,20230721,20230721,import,1,206934.34,3645.31,kg,KG,MEDPOOL LIMITED,[in full dataset],Mesa Geitonia,,medpool.com.cy,[in full dataset],Y,AS 24 Nederland B.V.,[in full dataset],'s-Gravenhage,,www.as24.com,[in full dataset],Y,MEDPOOL LIMITED,[in full dataset],,19548.9,19548.9,Main Container Port,Amsterdam,'s-Gravenhage,1,1,24.44,YM WARRANTY,IMO3038865,SG,V869,381,MSCU,SWB,MSCU295343524,EGLV648844841,TGHU7747799,20GP,FLAT RACK,RF,FCL,CY/CFS,CEVA Logistics,3194.92
Export (NL seller),Euro-Chemicals B.V.,38099200,380992,9,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)",MARKS1802,Netherlands,Eswatini,Eswatini,7,2023,7,2023-07,2023-07-05,20230727,20230727,export,1,191720.55,604.14,kg,KG,Euro-Chemicals B.V.,[in full dataset],Hengelo OV,,www.euro-chemicals.com,[in full dataset],Y,T AND X DISTRIBUTORS PTY LTD,[in full dataset],MBABANE,,,,Y,Euro-Chemicals B.V.,[in full dataset],,16686.2,16686.2,Rotterdam,Main Container Port,MBABANE,1,1,20.86,ONE APUS,IMO4384475,MH,V839,468,APLU,HBL,MAEU939669435,YMLU806488098,MSCU6085372,40GP,TANK,GP,FCL,CY/CY,Expeditors,540.63
Export (NL seller),BMW Nederland B.V.,87085055,870850,9,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",MARKS5706,Netherlands,French Polynesia,French Polynesia,6,2020,3,2020-03,2020-03-11,20200309,20200309,export,1,3196.22,3433.3,kg,KG,BMW Nederland B.V.,[in full dataset],Rijswijk ZH,,www.bmw.nl,[in full dataset],Y,SOCIETE POLYNESIENNE D'AUTOMOBILES ET D'ENGINS DE TRANSPORTS OU DE TRAVAUX PUBLICS,[in full dataset],Papeete,,www.sopadep.pf,[in full dataset],Y,BMW Nederland B.V.,[in full dataset],,6322.2,6322.2,Rotterdam,Main Container Port,Papeete,1,1,7.9,MAERSK MOLLER,IMO1235836,LR,V884,516,ZIMU,SWB,MSCU324679280,CMDU538479106,BMOU8175611,45HC,REEFER,HC,FCL,CY/CFS,Expeditors,3196.22
Import (NL buyer),TAPI NL B.V.,30034200,300342,8,"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",MARKS3677,Thailand,Netherlands,Netherlands,6,2015,6,2015-06,2015-06-13,20150615,20150615,import,1,3308.96,3767.39,kg,KG,BERLI JUCKER PUBLIC COMPANY LIMITED,[in full dataset],KHLONG TOEI,,www.bjc.co.th,[in full dataset],N,TAPI NL B.V.,[in full dataset],Amsterdam,,www.teva-api.com,[in full dataset],Y,BERLI JUCKER PUBLIC COMPANY LIMITED,[in full dataset],,10109.9,10109.9,Bangkok,Amsterdam,Amsterdam,1,1,12.64,MOL TRIUMPH,IMO8690035,MH,V969,863,APLU,SWB,MSCU518035486,EGLV574187827,TCLU4580945,45HC,TANK,HC,LCL,CY/CY,Yusen Logistics,3308.96
Export (NL seller),Gasunie New Energy B.V.,27050000,270500,5,"Gases; coal, water, producer and similar gases (excluding petroleum and other gaseous hydrocarbons)",MARKS2921,Netherlands,Japan,Japan,9,2016,10,2016-10,2016-10-10,20161023,20161023,import,1,326717.44,19398.81,kg,KG,Gasunie New Energy B.V.,[in full dataset],Groningen,,www.gasunie.nl,[in full dataset],Y,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",[in full dataset],CHUO-KU,,www.cosmo-energy.co.jp,[in full dataset],Y,Gasunie New Energy B.V.,[in full dataset],,11267.9,11267.9,Rotterdam,Osaka,CHUO-KU,1,1,14.08,MOL TRIUMPH,IMO5566658,SG,V339,415,YMLU,MBL,ONEY467688787,MSCU559688583,FCIU2867936,20GP,REEFER,HC,LCL,CFS/CFS,Yusen Logistics,16877.17
Import (NL buyer),DA Margo B.V.,30044300,300443,6,"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale",MARKS7120,Poland,Netherlands,Netherlands,6,2015,6,2015-06,2015-06-22,20150608,20150608,export,1,3035280,35286.31,kg,KG,RADIOMETER SOLUTIONS SP Z O O,[in full dataset],Stargard,,www.radiometer.com,[in full dataset],Y,DA Margo B.V.,[in full dataset],Havelte,,,,Y,RADIOMETER SOLUTIONS SP Z O O,[in full dataset],,22247.7,22247.7,Gdansk,Rotterdam,Havelte,1,1,27.81,MSC OSCAR,IMO6285542,LR,V771,191,CMDU,HBL,ONEY195759112,HLCU929542134,BMOU3117257,40GP,FLAT RACK,GP,FCL,CFS/CFS,CEVA Logistics,30947.37
Export (NL seller),Ashland Industries Nederland B.V.,38272000,382720,7,"Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)",MARKS7058,Netherlands,Uruguay,Uruguay,9,2023,7,2023-07,2023-07-24,20230709,20230709,export,1,551605.6,3024.8,kg,KG,Ashland Industries Nederland B.V.,[in full dataset],Zwijndrecht,,www.ashland.com,[in full dataset],Y,COOPERATIVA AGRARIA NACIONAL DE RESPONSABILIDAD LIMITADA,[in full dataset],Montevideo,,www.copagran.com.uy,[in full dataset],Y,Ashland Industries Nederland B.V.,[in full dataset],,12939.1,12939.1,Rotterdam,Main Container Port,Montevideo,1,1,16.17,EVER GIVEN,IMO7929200,PA,V590,912,CMDU,MBL,MAEU708459591,CMDU991637846,TGHU5998339,45HC,FLAT RACK,RF,FCL,CY/CY,DHL Global Forwarding,2872.41
Export (NL seller),Agro Service Centrum B.V.,90112010,901120,9,"Microscopes, compound optical; for photomicrography, cinephotomicrography or microprojection",MARKS4667,Netherlands,United Kingdom,United Kingdom,6,2020,2,2020-02,2020-02-03,20200203,20200203,export,1,190805921.3,390.79,kg,KG,Agro Service Centrum B.V.,[in full dataset],Oudewater,,www.faunaplaza.nl,[in full dataset],Y,SCOTTISH WIDOWS LIMITED,[in full dataset],EDINBURGH,,,,Y,Agro Service Centrum B.V.,[in full dataset],,1446.1,1446.1,Rotterdam,Tilbury,EDINBURGH,1,1,1.81,MOL TRIUMPH,IMO7921311,MH,V418,597,ZIMU,HBL,MAEU991560514,EGLV296650183,MSCU1346557,45HC,FLAT RACK,GP,FCL,CY/CY,Bollore Logistics,341.17
Export (NL seller),Kungfu Supply,90049090,900490,8,"Spectacles, goggles and the like; (other than sunglasses) corrective, protective or other",MARKS6443,Netherlands,Germany,Germany,5,2020,2,2020-02,2020-02-18,20200215,20200215,import,1,120683203.19,229.52,kg,KG,Kungfu Supply,[in full dataset],Zoetermeer,,,,Y,GEA Group Aktiengesellschaft,[in full dataset],Düsseldorf,,www.gea.com,[in full dataset],Y,Kungfu Supply,[in full dataset],,3589.7,3589.7,Amsterdam,Bremerhaven,Düsseldorf,1,1,4.49,YM WARRANTY,IMO4909126,SG,V847,964,OOLU,HBL,CMDU985881524,MAEU403834257,MSCU3217073,45HC,OPEN TOP,RF,FCL,CY/CY,DHL Global Forwarding,200
Import (NL buyer),DM Productions B.V.,84514000,845140,9,"Machines; for washing, bleaching or dyeing",MARKS5030,Cameroon,Netherlands,Netherlands,5,2018,12,2018-12,2018-12-06,20181218,20181218,import,1,1204.45,1331.67,kg,KG,SOCIETE INFINITY MACHINERY SARL,[in full dataset],Douala,,,,Y,DM Productions B.V.,[in full dataset],Hoofddorp,,www.myparcel.nl,[in full dataset],Y,SOCIETE INFINITY MACHINERY SARL,[in full dataset],,18870.4,18870.4,Main Container Port,Rotterdam,Hoofddorp,1,1,23.59,HMM ALGECIRAS,IMO9419920,PA,V105,342,EGLV,SWB,EGLV503906949,CMDU905451123,CAIU6057958,40HC,FLAT RACK,HC,LCL,CY/CFS,CEVA Logistics,1204.45
Import (NL buyer),VDL Industrial Modules B.V.,84828000,848280,6,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller",MARKS2091,Liberia,Netherlands,Netherlands,7,2018,12,2018-12,2018-12-05,20181218,20181218,import,1,1227.22,1331.18,kg,KG,ALPHA VESSEL LIMITED,[in full dataset],Monrovia,,www.toshinco.com,[in full dataset],Y,VDL Industrial Modules B.V.,[in full dataset],Helmond,,www.vdlindustrialmodules.nl,[in full dataset],Y,ALPHA VESSEL LIMITED,[in full dataset],,17025.2,17025.2,Main Container Port,Amsterdam,Helmond,1,1,21.28,CMA CGM JULES VERNE,IMO9507750,SG,V635,99,OOLU,HBL,MAEU797947555,MAEU539387611,CAIU4857382,20GP,REEFER,GP,FCL,CY/CY,DHL Global Forwarding,1227.22
Import (NL buyer),Contour Covering Technology B.V.,73269060,732690,8,Iron or steel; articles n.e.c. in heading 7326,MARKS1035,Colombia,Netherlands,Netherlands,5,2021,3,2021-03,2021-03-19,20210302,20210302,import,1,171922.77,25274.65,kg,KG,C I COLOMBIAN MINT S A S,[in full dataset],MEDELLIN,,WWW.CIIGSA.COM,[in full dataset],Y,Contour Covering Technology B.V.,[in full dataset],Winterswijk,,www.contour.eu,[in full dataset],N,C I COLOMBIAN MINT S A S,[in full dataset],,10556.9,10556.9,Cartagena,Rotterdam,Winterswijk,1,1,13.2,CMA CGM JULES VERNE,IMO2871037,PA,V557,760,MAEU,SWB,COSU988802293,YMLU361267065,BMOU7988915,40HC,FLAT RACK,GP,FCL,CFS/CFS,Sinotrans,22050.3
Export (NL seller),MI Dushi,90013000,900130,7,"Lenses, contact; unmounted, of any material, excluding elements of glass not optically worked",MARKS9453,Netherlands,Switzerland,Switzerland,6,2019,12,2019-12,2019-12-13,20191224,20191224,export,1,84048188.42,229.3,kg,KG,MI Dushi,[in full dataset],Apeldoorn,,,,Y,"M.R.S.I. Medical Research, Services & Investments SA",[in full dataset],Vouvry,,,,Y,MI Dushi,[in full dataset],,20471.8,20471.8,Rotterdam,Zurich (air),Vouvry,1,1,25.59,OOCL HONG KONG,IMO9070252,MH,V197,620,YMLU,SWB,MSCU567759381,CMDU500556473,GESU9431236,45HC,FLAT RACK,RF,FCL,CY/CFS,Sinotrans,200
Export (NL seller),XH Commerce,90152000,901520,8,Surveying equipment; theodolites and tachymeters (tacheometers),MARKS7342,Netherlands,Israel,Israel,5,2019,12,2019-12,2019-12-12,20191228,20191228,export,1,17749798.88,352.19,kg,KG,XH Commerce,[in full dataset],Almelo,,,,Y,HADASSAH MEDICAL ORGANIZATION (CC),[in full dataset],JERUSALEM,,www.hadassah.org.il,[in full dataset],Y,XH Commerce,[in full dataset],,10652,10652,Amsterdam,Haifa,JERUSALEM,1,1,13.32,HMM ALGECIRAS,IMO3842609,PA,V445,209,APLU,SWB,MAEU329259088,ONEY286232342,TGHU6432253,20GP,DRY,GP,LCL,CY/CFS,DB Schenker,328.17
Export (NL seller),Brunel Energy Europe Staff B.V.,27079100,270791,8,Oils and other products of the distillation of high temperature coal tar; creosote oils,MARKS5053,Netherlands,Turkmenistan,Turkmenistan,9,2016,10,2016-10,2016-10-01,20161005,20161005,export,1,137849.26,16733.93,kg,KG,Brunel Energy Europe Staff B.V.,[in full dataset],Amsterdam,,,,Y,"ENI Turkmenistan Limited, Representative Office",[in full dataset],Ashgabad,,,,Y,Brunel Energy Europe Staff B.V.,[in full dataset],,1976.9,1976.9,Amsterdam,Main Container Port,Ashgabad,1,1,2.47,HYUNDAI LOYALTY,IMO9247437,PA,V648,352,MSCU,MBL,COSU611891993,ONEY932336038,GESU1623299,40HC,TANK,RF,LCL,CY/CFS,DB Schenker,15717.97
Import (NL buyer),Urker Zeevishandel Gebr. Post B.V.,03069400,030694,9,"Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",MARKS2355,Cyprus,Netherlands,Netherlands,7,2017,6,2017-06,2017-06-13,20170619,20170619,import,1,1481.11,1668,kg,KG,BLUE ISLAND PLC,[in full dataset],Nicosia,,www.blue-island.com,[in full dataset],Y,Urker Zeevishandel Gebr. Post B.V.,[in full dataset],Urk,,www.devishandel.nl,[in full dataset],Y,BLUE ISLAND PLC,[in full dataset],,5318.8,5318.8,Main Container Port,Amsterdam,Urk,1,1,6.65,MADRID MAERSK,IMO7519463,MH,V538,737,MAEU,SWB,YMLU429539404,ONEY168424500,GESU4331596,20GP,TANK,HC,LCL,CY/CFS,Yusen Logistics,1481.1
Import (NL buyer),Central Energy Holding B.V.,27011210,270112,9,"Coal; bituminous, whether or not pulverised, but not agglomerated",MARKS6582,Bahrain,Netherlands,Netherlands,6,2025,10,2025-10,2025-10-07,20251020,20251020,import,1,6723540.4,1701.59,kg,KG,NEWTECH INTERNATIONAL W.L.L,[in full dataset],Tashan,,,,Y,Central Energy Holding B.V.,[in full dataset],Rotterdam,,www.aes.com,[in full dataset],N,NEWTECH INTERNATIONAL W.L.L,[in full dataset],,1799.8,1799.8,Main Container Port,Amsterdam,Rotterdam,1,1,2.25,HMM ALGECIRAS,IMO3974511,LR,V908,50,YMLU,SWB,CMDU192369993,EGLV189002355,TGHU6426623,20GP,OPEN TOP,HC,FCL,CY/CFS,Sinotrans,1492.58
Import (NL buyer),Vishandel Jan van As en Zonen B.V.,03036890,030368,5,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",MARKS4393,Luxembourg,Netherlands,Netherlands,8,2017,6,2017-06,2017-06-19,20170614,20170614,import,1,7824.37,8815.2,kg,KG,Senuvo Europe SA,[in full dataset],Luxembourg,,,,Y,Vishandel Jan van As en Zonen B.V.,[in full dataset],Amsterdam,,www.janvanas.nl,[in full dataset],Y,Senuvo Europe SA,[in full dataset],,19250.5,19250.5,Main Container Port,Rotterdam,Amsterdam,1,1,24.06,CSCL GLOBE,IMO8435222,MH,V795,310,COSU,HBL,CMDU372810635,COSU584699935,GESU6798848,45HC,FLAT RACK,HC,LCL,CY/CY,Sinotrans,7824.37
Export (NL seller),Ringwade deelneming De Blauwe Stad B.V.,87119000,871190,5,"Motorcycles (including mopeds) and cycles; n.e.c. in heading no. 8711, fitted with auxiliary motor, with or without side-cars; side-cars",MARKS8524,Netherlands,Colombia,Colombia,6,2024,1,2024-01,2024-01-11,20240127,20240127,export,1,437604.58,15371.14,kg,KG,Ringwade deelneming De Blauwe Stad B.V.,[in full dataset],Utrecht,,,,Y,FIDUCIARIA DE OCCIDENTE S A FIDUOCCIDENTE S A,[in full dataset],BOGOTA,,WWW.FIDUOCCIDENTE.COM.CO,[in full dataset],Y,Ringwade deelneming De Blauwe Stad B.V.,[in full dataset],,21927.5,21927.5,Rotterdam,Barranquilla,BOGOTA,1,1,27.41,MOL TRIUMPH,IMO3236642,SG,V902,595,ZIMU,HBL,HLCU381586061,EGLV752436888,CAIU2759919,45HC,OPEN TOP,RF,FCL,CY/CY,DB Schenker,14304.95
Export (NL seller),S4 Energy B.V.,27079980,270799,5,Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707,MARKS4512,Netherlands,Peru,Peru,5,2025,10,2025-10,2025-10-06,20251019,20251019,export,1,26062840.22,274.04,kg,KG,S4 Energy B.V.,[in full dataset],Amsterdam,,www.s4-energy.com,[in full dataset],Y,Peruana de Petroleo S.A.C.,[in full dataset],Lima,,www.pecsa.com.pe,[in full dataset],Y,S4 Energy B.V.,[in full dataset],,6276.3,6276.3,Amsterdam,Callao,Lima,1,1,7.85,MOL TRIUMPH,IMO8691632,PA,V671,72,HLCU,SWB,MSCU377239446,MSCU834735192,TGHU2471729,40GP,TANK,RF,LCL,CFS/CFS,DSV,258.33
